conversation_id,turn_index,role,content,tags,source_section,content_normalized
conv_1032,2,assistant,تفريغ كشف الساعات وتقرير المهام شهريًا (يوم 26)، تعتمد لإنجاز الرواتب وتقييم الأداء. التأخير: أول 15 دقيقة مسموح حتى 3 مرات شهريًا مع التعويض في نفس اليوم وإلا تُطبق الجزاءات.,جداول_وتقارير,الباب الأول > 3.4 (ص58–60),تفريغ كشف الساعات وتقرير المهام شهريا (يوم 26)، تعتمد لانجاز الرواتب وتقييم الاداء. التاخير: اول 15 دقيقة مسموح حتي 3 مرات شهريا مع التعويض في نفس اليوم والا تطبق الجزاءات.
conv_1033,0,system,أنت مساعد مالي.,دفع_الرواتب,الباب الأول > 3.5 إجراءات دفع الرواتب (ص61),انت مساعد مالي.
conv_1033,1,user,متى وكيف تُدفع الرواتب؟,دفع_الرواتب,الباب الأول > 3.5 إجراءات دفع الرواتب (ص61),متي وكيف تدفع الرواتب؟
conv_1033,2,assistant,شهريًا عبر إيداع بنكي حتى اليوم الخامس من كل شهر.,دفع_الرواتب,الباب الأول > 3.5 إجراءات دفع الرواتب (ص61),شهريا عبر ايداع بنكي حتي اليوم الخامس من كل شهر.
conv_1034,0,system,أنت مساعد مالي.,عملة_الراتب,الباب الأول > 3.5.1 عملة الراتب (ص61–62),انت مساعد مالي.
conv_1034,1,user,ما عملة الراتب؟ وكيف تُدار المشاريع بعملات مختلفة؟,عملة_الراتب,الباب الأول > 3.5.1 عملة الراتب (ص61–62),ما عملة الراتب؟ وكيف تدار المشاريع بعملات مختلفة؟
conv_1034,2,assistant,الشيكل. للمشاريع بعملات أخرى، يتم الاحتساب بسعر الصرف المحلي يوم التحويل.,عملة_الراتب,الباب الأول > 3.5.1 عملة الراتب (ص61–62),الشيكل. للمشاريع بعملات اخري، يتم الاحتساب بسعر الصرف المحلي يوم التحويل.
conv_1035,0,system,أنت مساعد تعويضات.,مرتبات_أولية,الباب الأول > 3.5.2 تحديد المرتبات الأولية (ص62),انت مساعد تعويضات.
conv_1035,1,user,كيف تحدد المرتبات الأولية؟,مرتبات_أولية,الباب الأول > 3.5.2 تحديد المرتبات الأولية (ص62),كيف تحدد المرتبات الاولية؟
conv_1035,2,assistant,بشكل واقعي وفق معدل الرواتب في فلسطين.,مرتبات_أولية,الباب الأول > 3.5.2 تحديد المرتبات الأولية (ص62),بشكل واقعي وفق معدل الرواتب في فلسطين.
conv_1036,0,system,أنت مساعد مالي.,تصنيف_الرواتب,الباب الأول > 3.5.3 تصنيف الرواتب (ص62),انت مساعد مالي.
conv_1036,1,user,ما أسس تصنيف الرواتب؟,تصنيف_الرواتب,الباب الأول > 3.5.3 تصنيف الرواتب (ص62),ما اسس تصنيف الرواتب؟
conv_1036,2,assistant,سنوات الخبرة، المسمى، المؤهلات، تقييم الأداء، العلاوات. الوثيقة سرية داخلية.,تصنيف_الرواتب,الباب الأول > 3.5.3 تصنيف الرواتب (ص62),سنوات الخبرة، المسمي، المءهلات، تقييم الاداء، العلاوات. الوثيقة سرية داخلية.
conv_1037,0,system,أنت مساعد مالي.,بدل_مواصلات,الباب الأول > 3.5.4 بدل المواصلات (ص63–64),انت مساعد مالي.
conv_1037,1,user,كيف يُحسب بدل المواصلات؟,بدل_مواصلات,الباب الأول > 3.5.4 بدل المواصلات (ص63–64),كيف يحسب بدل المواصلات؟
conv_1037,2,assistant,داخل المدينة بسيارة خاصة حتى 4 طن: 1 شيكل/كم. بين المدن: 0.7 شيكل/كم. لا تُغطى رحلة المنزل↔العمل.,بدل_مواصلات,الباب الأول > 3.5.4 بدل المواصلات (ص63–64),داخل المدينة بسيارة خاصة حتي 4 طن: 1 شيكل/كم. بين المدن: 0.7 شيكل/كم. لا تغطي رحلة المنزل↔العمل.
conv_1038,0,system,أنت مساعد مالي.,بدل_اتصالات,الباب الأول > 3.5.5 بدل الاتصالات (ص65–67),انت مساعد مالي.
conv_1038,1,user,ما سياسة الهواتف المحمولة؟,بدل_اتصالات,الباب الأول > 3.5.5 بدل الاتصالات (ص65–67),ما سياسة الهواتف المحمولة؟
conv_1038,2,assistant,يُمنح هاتف لدرجة مدير فرع فأعلى، وتسدد المؤسسة قيمة الباقة المعتمدة فقط. الدقائق المجانية تُحول لرقم المؤسسة العام.,بدل_اتصالات,الباب الأول > 3.5.5 بدل الاتصالات (ص65–67),يمنح هاتف لدرجة مدير فرع فاعلي، وتسدد المءسسة قيمة الباقة المعتمدة فقط. الدقاءق المجانية تحول لرقم المءسسة العام.
conv_1039,0,system,أنت مساعد تعويضات.,زيادات_الرواتب,الباب الأول > 3.5.6 زيادات الرواتب (ص67–71),انت مساعد تعويضات.
conv_1039,1,user,ما أنواع زيادات الرواتب؟,زيادات_الرواتب,الباب الأول > 3.5.6 زيادات الرواتب (ص67–71),ما انواع زيادات الرواتب؟
conv_1039,2,assistant,ثلاثة: بناءً على تقييم الأداء، التقدم وإعادة التصنيف، وتعديل تكاليف المعيشة (غلاء المعيشة).,زيادات_الرواتب,الباب الأول > 3.5.6 زيادات الرواتب (ص67–71),ثلاثة: بناء علي تقييم الاداء، التقدم واعادة التصنيف، وتعديل تكاليف المعيشة (غلاء المعيشة).
conv_1040,0,system,أنت مساعد أداء.,تقييم_الأداء,الباب الأول > 3.6 (ص67–69),انت مساعد اداء.
conv_1040,1,user,متى وكيف يتم تقييم الأداء؟,تقييم_الأداء,الباب الأول > 3.6 (ص67–69),متي وكيف يتم تقييم الاداء؟
conv_1040,2,assistant,بعد ثلاثة أشهر وفي الربع الأخير سنويًا. وفق الوصف الوظيفي وإنجازات وفشل الموظف. التقييم الممتاز قد يوصي بزيادة راتب.,تقييم_الأداء,الباب الأول > 3.6 (ص67–69),بعد ثلاثة اشهر وفي الربع الاخير سنويا. وفق الوصف الوظيفي وانجازات وفشل الموظف. التقييم الممتاز قد يوصي بزيادة راتب.
conv_1041,0,system,أنت مساعد موارد بشرية.,التقدم_وإعادة_تصنيف,الباب الأول > 3.6.1 (ص69–70),انت مساعد موارد بشرية.
conv_1041,1,user,ما سياسة التقدم وإعادة التصنيف؟,التقدم_وإعادة_تصنيف,الباب الأول > 3.6.1 (ص69–70),ما سياسة التقدم واعادة التصنيف؟
conv_1041,2,assistant,تعزيز الموظفين عند أدائهم فوق المواصفات، وبموافقة الرئيس التنفيذي.,التقدم_وإعادة_تصنيف,الباب الأول > 3.6.1 (ص69–70),تعزيز الموظفين عند اداءهم فوق المواصفات، وبموافقة الرءيس التنفيذي.
conv_1042,0,system,أنت مساعد مالي.,غلاء_المعيشة,الباب الأول > 3.6.2 (ص71),انت مساعد مالي.
conv_1042,1,user,كيف تُدار علاوة غلاء المعيشة؟,غلاء_المعيشة,الباب الأول > 3.6.2 (ص71),كيف تدار علاوة غلاء المعيشة؟
conv_1042,2,assistant,وفق القانون الساري والنسب التي تحددها الدولة.,غلاء_المعيشة,الباب الأول > 3.6.2 (ص71),وفق القانون الساري والنسب التي تحددها الدولة.
conv_1043,0,system,أنت مساعد مزايا.,التأمينات,الباب الأول > 3.7.1 (ص72–73),انت مساعد مزايا.
conv_1043,1,user,ما التأمينات المتوفرة؟,التأمينات,الباب الأول > 3.7.1 (ص72–73),ما التامينات المتوفرة؟
conv_1043,2,assistant,تأمين إصابة عمل لجميع العاملين. والتأمين الصحي للعقود الطويلة (سنويًا) بمساهمة 50% من المؤسسة و50% من الموظف، والانضمام اختياري.,التأمينات,الباب الأول > 3.7.1 (ص72–73),تامين اصابة عمل لجميع العاملين. والتامين الصحي للعقود الطويلة (سنويا) بمساهمة 50% من المءسسة و50% من الموظف، والانضمام اختياري.
conv_1044,0,system,أنت مساعد مزايا.,أعياد_رسمية,الباب الأول > 3.7.2 (ص73),انت مساعد مزايا.
conv_1044,1,user,هل الأعياد الرسمية تخصم من الإجازة السنوية؟,أعياد_رسمية,الباب الأول > 3.7.2 (ص73),هل الاعياد الرسمية تخصم من الاجازة السنوية؟
conv_1044,2,assistant,لا، هي إجازات مدفوعة لا تُحتسب من السنوية.,أعياد_رسمية,الباب الأول > 3.7.2 (ص73),لا، هي اجازات مدفوعة لا تحتسب من السنوية.
conv_1045,0,system,أنت مساعد حضور.,سياسة_المغادرة,الباب الأول > 3.7.3 (ص74–75),انت مساعد حضور.
